Nombrebeca,Institucion,Aniobecariosconfirmados,Departamento,Carrera,Modalidad,Estrato Socioeconomico,Migracion
Beca 18,Universidad del Pacífico,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad del Pacífico,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad Ricardo Palma,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Ricardo Palma,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Ricardo Palma,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Ricardo Palma,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad Ricardo Palma,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad Ricardo Palma,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad Ricardo Palma,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad Ricardo Palma,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad Peruana de Ciencias Aplicadas - UPC,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Peruana de Ciencias Aplicadas - UPC,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Peruana de Ciencias Aplicadas - UPC,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Peruana de Ciencias Aplicadas - UPC,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad Peruana de Ciencias Aplicadas - UPC,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad Peruana de Ciencias Aplicadas - UPC,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad Peruana de Ciencias Aplicadas - UPC,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad Peruana de Ciencias Aplicadas - UPC,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad de San Martín de Porres,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad de San Martín de Porres,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad de San Martín de Porres,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad de San Martín de Porres,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad de San Martín de Porres,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad de San Martín de Porres,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad de San Martín de Porres,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad de San Martín de Porres,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad Científica del Sur,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Científica del Sur,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Científica del Sur,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Científica del Sur,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad Científica del Sur,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad Científica del Sur,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad Científica del Sur,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad Científica del Sur,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad Peruana Unión,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Peruana Unión,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Peruana Unión,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Peruana Unión,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad Peruana Unión,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad Peruana Unión,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad Peruana Unión,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad Peruana Unión,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad Peruana Cayetano Heredia,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Peruana Cayetano Heredia,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Peruana Cayetano Heredia,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Peruana Cayetano Heredia,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad Peruana Cayetano Heredia,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad Peruana Cayetano Heredia,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad Peruana Cayetano Heredia,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad Peruana Cayetano Heredia,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad San Ignacio de Loyola,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad San Ignacio de Loyola,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad San Ignacio de Loyola,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad San Ignacio de Loyola,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad San Ignacio de Loyola,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad San Ignacio de Loyola,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad San Ignacio de Loyola,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad San Ignacio de Loyola,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad Marcelino Champagnat,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Marcelino Champagnat,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Marcelino Champagnat,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Marcelino Champagnat,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad Marcelino Champagnat,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad Marcelino Champagnat,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad Marcelino Champagnat,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad Marcelino Champagnat,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad Privada San Juan Bautista,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Privada San Juan Bautista,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Privada San Juan Bautista,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Privada San Juan Bautista,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad Privada San Juan Bautista,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad Privada San Juan Bautista,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad Privada San Juan Bautista,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad Privada San Juan Bautista,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad Le Cordon Bleu,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Le Cordon Bleu,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Le Cordon Bleu,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Le Cordon Bleu,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad Le Cordon Bleu,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad Le Cordon Bleu,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad Le Cordon Bleu,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad Le Cordon Bleu,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad Norbert Wiener,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Norbert Wiener,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Norbert Wiener,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Norbert Wiener,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad Norbert Wiener,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad Norbert Wiener,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad Norbert Wiener,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad Norbert Wiener,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad Antonio Ruiz de Montoya,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Antonio Ruiz de Montoya,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Antonio Ruiz de Montoya,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Antonio Ruiz de Montoya,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad Antonio Ruiz de Montoya,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad Antonio Ruiz de Montoya,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad Antonio Ruiz de Montoya,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad Antonio Ruiz de Montoya,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad de Ingeniería y Tecnología - UTEC,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad de Ingeniería y Tecnología - UTEC,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad de Ingeniería y Tecnología - UTEC,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad de Ingeniería y Tecnología - UTEC,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad de Ingeniería y Tecnología - UTEC,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad de Ingeniería y Tecnología - UTEC,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad de Ingeniería y Tecnología - UTEC,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad de Ingeniería y Tecnología - UTEC,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad María Auxiliadora,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad María Auxiliadora,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad María Auxiliadora,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad María Auxiliadora,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad María Auxiliadora,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad María Auxiliadora,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad María Auxiliadora,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad María Auxiliadora,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad Católica Sedes Sapientiae,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Católica Sedes Sapientiae,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Católica Sedes Sapientiae,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Católica Sedes Sapientiae,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad Católica Sedes Sapientiae,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad Católica Sedes Sapientiae,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad Católica Sedes Sapientiae,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad Católica Sedes Sapientiae,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad de Ciencias y Humanidades,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad de Ciencias y Humanidades,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad de Ciencias y Humanidades,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad de Ciencias y Humanidades,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad de Ciencias y Humanidades,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad de Ciencias y Humanidades,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad de Ciencias y Humanidades,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad de Ciencias y Humanidades,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad La Salle,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad La Salle,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad La Salle,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad La Salle,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad La Salle,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad La Salle,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad La Salle,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad La Salle,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad Jaime Bausate y Meza,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Jaime Bausate y Meza,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Jaime Bausate y Meza,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Jaime Bausate y Meza,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad Jaime Bausate y Meza,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad Jaime Bausate y Meza,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad Jaime Bausate y Meza,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad Jaime Bausate y Meza,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad Autónoma del Perú,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Autónoma del Perú,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Autónoma del Perú,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Autónoma del Perú,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad Autónoma del Perú,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad Autónoma del Perú,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad Autónoma del Perú,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad Autónoma del Perú,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad Privada Peruano Alemana,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Privada Peruano Alemana,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Privada Peruano Alemana,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Privada Peruano Alemana,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad Privada Peruano Alemana,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad Privada Peruano Alemana,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad Privada Peruano Alemana,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad Privada Peruano Alemana,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad Tecnológica del Perú,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Tecnológica del Perú,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Tecnológica del Perú,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Tecnológica del Perú,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad Tecnológica del Perú,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad Tecnológica del Perú,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad Tecnológica del Perú,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad Tecnológica del Perú,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad Femenina del Sagrado Corazón,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Femenina del Sagrado Corazón,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Femenina del Sagrado Corazón,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad Femenina del Sagrado Corazón,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad Femenina del Sagrado Corazón,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad Femenina del Sagrado Corazón,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad Femenina del Sagrado Corazón,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad Femenina del Sagrado Corazón,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad ESAN,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad ESAN,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad ESAN,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad ESAN,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad ESAN,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad ESAN,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad ESAN,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad ESAN,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad de Ciencias y Artes de América Latina,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad de Ciencias y Artes de América Latina,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad de Ciencias y Artes de América Latina,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Lima - Sin migración
Beca 18,Universidad de Ciencias y Artes de América Latina,2025,Lima,Todas las carreras elegibles,EIB,Variable,Lima - Sin migración
Beca 18,Universidad de Ciencias y Artes de América Latina,2025,Lima,Todas las carreras elegibles,Protección,Variable,Lima - Sin migración
Beca 18,Universidad de Ciencias y Artes de América Latina,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Lima - Sin migración
Beca 18,Universidad de Ciencias y Artes de América Latina,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Lima - Sin migración
Beca 18,Universidad de Ciencias y Artes de América Latina,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Lima - Sin migración
Beca 18,Universidad Nacional de Ingeniería,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Nacional de Ingeniería,2025,Lima,Según modalidad,Protección,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Nacional Mayor de San Marcos,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Nacional Mayor de San Marcos,2025,Lima,Según modalidad,Protección,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Nacional Agraria La Molina,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Nacional Federico Villarreal,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Pontificia Universidad Católica del Perú,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad del Pacífico,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Ricardo Palma,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Peruana de Ciencias Aplicadas - UPC,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad de San Martín de Porres,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Científica del Sur,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Peruana Unión,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Peruana Cayetano Heredia,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad San Ignacio de Loyola,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Marcelino Champagnat,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Privada San Juan Bautista,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Le Cordon Bleu,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Norbert Wiener,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Antonio Ruiz de Montoya,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad de Ingeniería y Tecnología - UTEC,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad de Ingeniería y Tecnología - UTEC,2025,Lima,Según modalidad,Protección,Variable según modalidad,Lima - Sin migración
