Nombrebeca,Institucion,Aniobecariosconfirmados,Departamento,Carrera,Modalidad,Estrato Socioeconomico,Migracion
Beca 18,Universidad María Auxiliadora,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Católica Sedes Sapientiae,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad de Ciencias y Humanidades,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad La Salle,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Jaime Bausate y Meza,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Autónoma del Perú,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Privada Peruano Alemana,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Tecnológica del Perú,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Femenina del Sagrado Corazón,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad ESAN,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad de Ciencias y Artes de América Latina,2025,Lima,Según modalidad,Ordinaria,Variable según modalidad,Lima - Sin migración
Beca 18,Universidad Nacional de Barranca,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional Hermilio Valdizán,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional de Jaén,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional de Juliaca,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional de San Antonio Abad del Cusco,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional de Trujillo,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional de Ucayali,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional de Piura,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de la Selva Central Juan Santos Atahualpa,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional de Huancavelica,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional Micaela Bastidas de Apurímac,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Chota,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de Quillabamba,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional San Luis Gonzaga de Ica,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional Amazónica de Madre de Dios,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cajamarca,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural Fabiola Salazar Leguía de Bagua,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional de Tumbes,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Tayacaja Daniel Hernández Morillo,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional de Moquegua,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cañete,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma Altoandina de Tarma,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional Tecnológica de Lima Sur,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Huanta,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional del Callao,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Alto Amazonas,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Nacional Ciro Alegría,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad de Piura,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Privada de Tacna,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Andina del Cusco,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad de Lima,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad de Huánuco,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Privada de Huancayo Franklin Roosevelt,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Autónoma de Ica,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Facultad de Teología Pontificia y Civil de Lima,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,Universidad Católica de Trujillo Benedicto XVI,2025,Nacional,Según modalidad,Ordinaria,Variable según modalidad,Nacional - Sin especificar
Beca 18,PRONABEC,2025,Nacional,Universitario,Presencial,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Barranca,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Barranca,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Barranca,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Barranca,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Barranca,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Barranca,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Barranca,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Barranca,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional Hermilio Valdizán,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Hermilio Valdizán,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Hermilio Valdizán,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Hermilio Valdizán,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Hermilio Valdizán,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Hermilio Valdizán,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Hermilio Valdizán,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Hermilio Valdizán,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional de Jaén,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Jaén,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Jaén,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Jaén,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Jaén,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Jaén,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Jaén,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Jaén,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional de Juliaca,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Juliaca,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Juliaca,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Juliaca,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Juliaca,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Juliaca,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Juliaca,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Juliaca,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional de San Antonio Abad del Cusco,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de San Antonio Abad del Cusco,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de San Antonio Abad del Cusco,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de San Antonio Abad del Cusco,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de San Antonio Abad del Cusco,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de San Antonio Abad del Cusco,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de San Antonio Abad del Cusco,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de San Antonio Abad del Cusco,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional de Trujillo,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Trujillo,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Trujillo,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Trujillo,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Trujillo,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Trujillo,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Trujillo,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Trujillo,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional de Ucayali,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Ucayali,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Ucayali,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Ucayali,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Ucayali,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Ucayali,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Ucayali,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Ucayali,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional de Piura,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Piura,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Piura,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Piura,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Piura,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Piura,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Piura,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Piura,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de la Selva Central Juan Santos Atahualpa,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de la Selva Central Juan Santos Atahualpa,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de la Selva Central Juan Santos Atahualpa,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de la Selva Central Juan Santos Atahualpa,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de la Selva Central Juan Santos Atahualpa,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de la Selva Central Juan Santos Atahualpa,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de la Selva Central Juan Santos Atahualpa,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de la Selva Central Juan Santos Atahualpa,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional de Huancavelica,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Huancavelica,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Huancavelica,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Huancavelica,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Huancavelica,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Huancavelica,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Huancavelica,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Huancavelica,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional Micaela Bastidas de Apurímac,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Micaela Bastidas de Apurímac,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Micaela Bastidas de Apurímac,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Micaela Bastidas de Apurímac,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Micaela Bastidas de Apurímac,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Micaela Bastidas de Apurímac,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Micaela Bastidas de Apurímac,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Micaela Bastidas de Apurímac,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Chota,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Chota,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Chota,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Chota,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Chota,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Chota,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Chota,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Chota,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de Quillabamba,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de Quillabamba,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de Quillabamba,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de Quillabamba,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de Quillabamba,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de Quillabamba,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de Quillabamba,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de Quillabamba,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional San Luis Gonzaga de Ica,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional San Luis Gonzaga de Ica,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional San Luis Gonzaga de Ica,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional San Luis Gonzaga de Ica,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional San Luis Gonzaga de Ica,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional San Luis Gonzaga de Ica,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional San Luis Gonzaga de Ica,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional San Luis Gonzaga de Ica,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional Amazónica de Madre de Dios,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Amazónica de Madre de Dios,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Amazónica de Madre de Dios,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Amazónica de Madre de Dios,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Amazónica de Madre de Dios,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Amazónica de Madre de Dios,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Amazónica de Madre de Dios,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Amazónica de Madre de Dios,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cajamarca,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cajamarca,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cajamarca,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cajamarca,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cajamarca,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cajamarca,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cajamarca,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cajamarca,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural Fabiola Salazar Leguía de Bagua,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural Fabiola Salazar Leguía de Bagua,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural Fabiola Salazar Leguía de Bagua,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural Fabiola Salazar Leguía de Bagua,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural Fabiola Salazar Leguía de Bagua,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural Fabiola Salazar Leguía de Bagua,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural Fabiola Salazar Leguía de Bagua,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural Fabiola Salazar Leguía de Bagua,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Nacional - Sin especificar
Beca 18,Universidad Nacional de Tumbes,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Tumbes,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Tumbes,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Nacional - Sin especificar
Beca 18,Universidad Nacional de Tumbes,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Nacional - Sin especificar
