NombreBeca,Institucion,AnioBecariosConfirmados,Departamento,Carrera,Modalidad,Estrato_socioeconomico,TipoUniversidad,Estado,Quintil,NotaMinima,Fuente,TipoInstitucion,Region,CodigoBeca,Ubicacion,Categoria,Cobertura,URL_Oficial,Migracion
Beca 18,Universidad Peruana Unión,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Peruana Unión,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Peruana Unión,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,2.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Peruana Cayetano Heredia,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Peruana Cayetano Heredia,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Peruana Cayetano Heredia,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Peruana Cayetano Heredia,2025,Lima,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Peruana Cayetano Heredia,2025,Lima,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Peruana Cayetano Heredia,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Peruana Cayetano Heredia,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Peruana Cayetano Heredia,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,2.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad San Ignacio de Loyola,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad San Ignacio de Loyola,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad San Ignacio de Loyola,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad San Ignacio de Loyola,2025,Lima,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad San Ignacio de Loyola,2025,Lima,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad San Ignacio de Loyola,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad San Ignacio de Loyola,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad San Ignacio de Loyola,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,2.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Marcelino Champagnat,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Marcelino Champagnat,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Marcelino Champagnat,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Marcelino Champagnat,2025,Lima,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Marcelino Champagnat,2025,Lima,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Marcelino Champagnat,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Marcelino Champagnat,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Marcelino Champagnat,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,2.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Privada San Juan Bautista,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Privada San Juan Bautista,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Privada San Juan Bautista,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Privada San Juan Bautista,2025,Lima,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Privada San Juan Bautista,2025,Lima,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Privada San Juan Bautista,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Privada San Juan Bautista,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Privada San Juan Bautista,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,2.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Le Cordon Bleu,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Le Cordon Bleu,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Le Cordon Bleu,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Le Cordon Bleu,2025,Lima,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Le Cordon Bleu,2025,Lima,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Le Cordon Bleu,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Le Cordon Bleu,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Le Cordon Bleu,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,2.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Norbert Wiener,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Norbert Wiener,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Norbert Wiener,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Norbert Wiener,2025,Lima,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Norbert Wiener,2025,Lima,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Norbert Wiener,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Norbert Wiener,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Norbert Wiener,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,2.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Antonio Ruiz de Montoya,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Antonio Ruiz de Montoya,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Antonio Ruiz de Montoya,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Antonio Ruiz de Montoya,2025,Lima,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Antonio Ruiz de Montoya,2025,Lima,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Antonio Ruiz de Montoya,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Antonio Ruiz de Montoya,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Antonio Ruiz de Montoya,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,2.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad de Ingeniería y Tecnología - UTEC,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad de Ingeniería y Tecnología - UTEC,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad de Ingeniería y Tecnología - UTEC,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad de Ingeniería y Tecnología - UTEC,2025,Lima,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad de Ingeniería y Tecnología - UTEC,2025,Lima,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad de Ingeniería y Tecnología - UTEC,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad de Ingeniería y Tecnología - UTEC,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad de Ingeniería y Tecnología - UTEC,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,2.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad María Auxiliadora,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad María Auxiliadora,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad María Auxiliadora,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,2.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad María Auxiliadora,2025,Lima,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad María Auxiliadora,2025,Lima,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad María Auxiliadora,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad María Auxiliadora,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,2.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad María Auxiliadora,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,2.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Católica Sedes Sapientiae,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Católica Sedes Sapientiae,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Católica Sedes Sapientiae,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Católica Sedes Sapientiae,2025,Lima,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Católica Sedes Sapientiae,2025,Lima,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Católica Sedes Sapientiae,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Católica Sedes Sapientiae,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Católica Sedes Sapientiae,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,1.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad de Ciencias y Humanidades,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad de Ciencias y Humanidades,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad de Ciencias y Humanidades,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad de Ciencias y Humanidades,2025,Lima,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad de Ciencias y Humanidades,2025,Lima,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad de Ciencias y Humanidades,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad de Ciencias y Humanidades,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad de Ciencias y Humanidades,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,1.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad La Salle,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad La Salle,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad La Salle,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad La Salle,2025,Lima,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad La Salle,2025,Lima,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad La Salle,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad La Salle,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad La Salle,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,1.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Jaime Bausate y Meza,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Jaime Bausate y Meza,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Jaime Bausate y Meza,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Jaime Bausate y Meza,2025,Lima,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Jaime Bausate y Meza,2025,Lima,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Jaime Bausate y Meza,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Jaime Bausate y Meza,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Jaime Bausate y Meza,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,1.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Autónoma del Perú,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Autónoma del Perú,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Autónoma del Perú,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Autónoma del Perú,2025,Lima,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Autónoma del Perú,2025,Lima,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Autónoma del Perú,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Autónoma del Perú,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Autónoma del Perú,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,1.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Privada Peruano Alemana,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Privada Peruano Alemana,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Privada Peruano Alemana,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Privada Peruano Alemana,2025,Lima,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Privada Peruano Alemana,2025,Lima,Todas las carreras elegibles,Protección,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Privada Peruano Alemana,2025,Lima,Todas las carreras elegibles,CNA y PA,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Privada Peruano Alemana,2025,Lima,Todas las carreras elegibles,FF.AA.,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Privada Peruano Alemana,2025,Lima,Todas las carreras elegibles,Repared,Víctimas de violencia,Privada,Licenciada,1.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Tecnológica del Perú,2025,Lima,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Tecnológica del Perú,2025,Lima,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Tecnológica del Perú,2025,Lima,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Privada,Licenciada,1.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
Beca 18,Universidad Tecnológica del Perú,2025,Lima,Todas las carreras elegibles,EIB,Variable,Privada,Licenciada,1.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Lima - Sin migración
