NombreBeca,Institucion,AnioBecariosConfirmados,Departamento,Carrera,Modalidad,Estrato_socioeconomico,TipoUniversidad,Estado,Quintil,NotaMinima,Fuente,TipoInstitucion,Region,CodigoBeca,Ubicacion,Categoria,Cobertura,URL_Oficial,Migracion
Beca 18,Universidad Nacional de Juliaca,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Juliaca,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Juliaca,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Juliaca,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Juliaca,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,5.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de San Antonio Abad del Cusco,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de San Antonio Abad del Cusco,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de San Antonio Abad del Cusco,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de San Antonio Abad del Cusco,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de San Antonio Abad del Cusco,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de San Antonio Abad del Cusco,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de San Antonio Abad del Cusco,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de San Antonio Abad del Cusco,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,5.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Trujillo,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Trujillo,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Trujillo,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Trujillo,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Trujillo,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Trujillo,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Trujillo,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Trujillo,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,5.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Ucayali,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Ucayali,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Ucayali,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Ucayali,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Ucayali,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Ucayali,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Ucayali,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Ucayali,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,5.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Piura,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Piura,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Piura,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Piura,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Piura,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Piura,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Piura,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Piura,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,5.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de la Selva Central Juan Santos Atahualpa,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de la Selva Central Juan Santos Atahualpa,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de la Selva Central Juan Santos Atahualpa,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de la Selva Central Juan Santos Atahualpa,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de la Selva Central Juan Santos Atahualpa,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de la Selva Central Juan Santos Atahualpa,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de la Selva Central Juan Santos Atahualpa,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de la Selva Central Juan Santos Atahualpa,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,5.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Huancavelica,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Huancavelica,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Huancavelica,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,5.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Huancavelica,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Huancavelica,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Huancavelica,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Huancavelica,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,5.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Huancavelica,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,5.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Micaela Bastidas de Apurímac,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Micaela Bastidas de Apurímac,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Micaela Bastidas de Apurímac,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Micaela Bastidas de Apurímac,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Micaela Bastidas de Apurímac,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Micaela Bastidas de Apurímac,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Micaela Bastidas de Apurímac,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Micaela Bastidas de Apurímac,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,4.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Chota,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Chota,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Chota,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Chota,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Chota,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Chota,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Chota,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Chota,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,4.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de Quillabamba,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de Quillabamba,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de Quillabamba,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de Quillabamba,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de Quillabamba,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de Quillabamba,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de Quillabamba,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural de Quillabamba,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,4.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional San Luis Gonzaga de Ica,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional San Luis Gonzaga de Ica,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional San Luis Gonzaga de Ica,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional San Luis Gonzaga de Ica,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional San Luis Gonzaga de Ica,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional San Luis Gonzaga de Ica,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional San Luis Gonzaga de Ica,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional San Luis Gonzaga de Ica,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,4.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Amazónica de Madre de Dios,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Amazónica de Madre de Dios,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Amazónica de Madre de Dios,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Amazónica de Madre de Dios,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Amazónica de Madre de Dios,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Amazónica de Madre de Dios,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Amazónica de Madre de Dios,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Amazónica de Madre de Dios,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,4.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cajamarca,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cajamarca,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cajamarca,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cajamarca,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cajamarca,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cajamarca,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cajamarca,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Cajamarca,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,4.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural Fabiola Salazar Leguía de Bagua,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural Fabiola Salazar Leguía de Bagua,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural Fabiola Salazar Leguía de Bagua,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural Fabiola Salazar Leguía de Bagua,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural Fabiola Salazar Leguía de Bagua,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural Fabiola Salazar Leguía de Bagua,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural Fabiola Salazar Leguía de Bagua,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Intercultural Fabiola Salazar Leguía de Bagua,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,4.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Tumbes,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Tumbes,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Tumbes,2025,No especificado,Todas las carreras elegibles,Vraem,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Tumbes,2025,No especificado,Todas las carreras elegibles,EIB,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Tumbes,2025,No especificado,Todas las carreras elegibles,Protección,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Tumbes,2025,No especificado,Todas las carreras elegibles,CNA y PA,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Tumbes,2025,No especificado,Todas las carreras elegibles,FF.AA.,Variable,Pública,Licenciada,4.0,Medio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional de Tumbes,2025,No especificado,Todas las carreras elegibles,Repared,Víctimas de violencia,Pública,Licenciada,4.0,Nota mínima de 12.0,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Tayacaja Daniel Hernández Morillo,2025,No especificado,Todas las carreras elegibles,Ordinaria,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
Beca 18,Universidad Nacional Autónoma de Tayacaja Daniel Hernández Morillo,2025,No especificado,Todas las carreras elegibles,Huallaga,Pobre o Pobre Extrema,Pública,Licenciada,4.0,Tercio superior,Lista oficial PRONABEC 2025,,,,,,,,Nacional - Sin especificar
